,title,authors,isbn,publisher,categories,thumbnail
1819,Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,0060792809,EOS,Fiction,http://books.google.com/books/content?id=pSzYD55i6nAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1820,Manna from Heaven,Roger Zelazny/Scott Zrubeck/Steven Brust,0809530953,Wildside Press,Fiction,http://books.google.com/books/content?id=GhIRPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1821,Lord of Light,Roger Zelazny,0060567236,Harper Voyager,Fiction,http://books.google.com/books/content?id=08b2Nzn-mRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1822,Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt/Roger Zelazny,1596871326,iBooks,Fiction,http://books.google.com/books/content?id=H_BukgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1823,Terrier (Beka Cooper  #1),Tamora Pierce,037581468X,Random House,Juvenile Fiction,http://books.google.com/books/content?id=CGScKDN9KmIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1824,Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,0689878559,Simon Pulse,Juvenile Fiction,http://books.google.com/books/content?id=_uvOvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1825,Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,0375829636,Random House,Juvenile Fiction,http://books.google.com/books/content?id=6EnZwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1826,The Realms of the Gods (Immortals  #4),Tamora Pierce,141690817X,Simon Pulse,Juvenile Fiction,http://books.google.com/books/content?id=38knAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1827,Wild Magic (Immortals  #1),Tamora Pierce,1416903437,Simon Pulse,Juvenile Fiction,http://books.google.com/books/content?id=lV1OPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1828,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,0375760393,Random House Trade Paperbacks,Gardening,http://books.google.com/books/content?id=tsx9xvkhqEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1829,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,0553267604,Spectra,Apprentices,http://books.google.com/books/content?id=KyqdOq0W0cUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1830,Geek Love,Katherine Dunn,0375713344,Random House Vintage,Fiction,http://books.google.com/books/content?id=trng4WiHgPQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1831,Dear God  Help!!! Love  Earl,Barbara Park/Kenneth Lafreniere,0679853952,Yearling,Juvenile Fiction,http://books.google.com/books/content?id=4cCq5ucKskMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1832,Prince of the Blood (Krondor's Sons  #1),Raymond E. Feist,0553588117,BantamSpectra,Fiction,http://books.google.com/books/content?id=GVrB3M5QJAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1833,A Crown of Swords (The Wheel of Time  #7),Robert Jordan,0812550285,Tor Books,Fiction,http://books.google.com/books/content?id=d0lWqpVm9YkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1834,Winter's Heart (The Wheel of Time  #9),Robert Jordan,081257558X,Tor Fantasy,Fiction,http://books.google.com/books/content?id=4W5RQY_MiMEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1835,The Fires of Heaven (The Wheel of Time  #5),Robert Jordan,1857232097,Orbit,Juvenile Nonfiction,http://books.google.com/books/content?id=4HyfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1836,A Beautiful Mind,Sylvia Nasar,0571212921,Faber  Faber,Mathematicians,http://books.google.com/books/content?id=5ePBQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1837,How To Have A Beautiful Mind,Edward de Bono,0091894603,Vermilion,Self-Help,http://books.google.com/books/content?id=uzPIf3Q981kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1838,Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,0765345900,Tor Books,Fiction,http://books.google.com/books/content?id=ChyHmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1839,Blade of Fortriu (The Bridei Chronicles  #2),Juliet Marillier,0765309963,Tor,Fiction,http://books.google.com/books/content?id=jY4mnbdktrgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1840,The Dark Mirror (The Bridei Chronicles  #1),Juliet Marillier,076530998X,Tor Books,Fiction,http://books.google.com/books/content?id=8TvHYU-81KEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1841,The Noonday Demon: An Atlas of Depression,Andrew Solomon,0684854678,Scribner,Psychology,http://books.google.com/books/content?id=ZgbbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1842,My Secret: A PostSecret Book,Frank Warren,0061196681,William Morrow,Antiques & Collectibles,http://books.google.com/books/content?id=JZIYAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1843,The Secret Lives of Men and Women: A PostSecret Book,Frank Warren,0061198757,William Morrow,Self-Help,http://books.google.com/books/content?id=Q9q774PMUrwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1844,The Golden Key,Melanie Rawn/Kate Elliott/Jennifer Roberson,0330347764,Pan,Families,http://books.google.com/books/content?id=cSsNAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1845,By Slanderous Tongues (Doubled Edge  #3),Mercedes Lackey/Roberta Gellis,1416521070,Baen,Fiction,http://books.google.com/books/content?id=MRqVdBYNPJIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1846,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,0886773784,Daw Books,Fiction,http://books.google.com/books/content?id=7s98mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1847,Crossroads and Other Tales of Valdemar (Tales of Valdemar #3),Mercedes Lackey/Rosemary Edghill/Sarah A. Hoyt/Tanya Huff/Fiona Patton/Janni Lee Simner/Mickey Zucker Reichert/Judith Tarr/Larry Dixon/Michael Z. Williamson/Nancy Asire/Richard Lee Byers/Brenda Cooper/Stephanie D. Shaver/Kate Paulk/Michael Longcor/Ben Ohlander,0756403251,DAW,Fiction,http://books.google.com/books/content?id=i-r-vQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1848,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,0886776619,Daw Books,Fiction,http://books.google.com/books/content?id=bGQejwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1849,This Rough Magic (Heirs of Alexandria  #2),Mercedes Lackey/Eric Flint/Dave Freer,0743499093,Baen,Fiction,http://books.google.com/books/content?id=sh8gAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1850,Joust (Dragon Jousters  #1),Mercedes Lackey,0756401534,DAW,Fiction,http://books.google.com/books/content?id=RcWnDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1851,Winds of Fate (Valdemar: Mage Winds #1),Mercedes Lackey,0886775167,DAW,Fiction,http://books.google.com/books/content?id=LMC5vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1852,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,0756400619,Daw Books,Fiction,http://books.google.com/books/content?id=PAHin0_vSZ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
1853,Exile's Valor (Heralds of Valdemar  #7),Mercedes Lackey,0756402212,DAW,Fiction,http://books.google.com/books/content?id=ID7QjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1854,Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),Mercedes Lackey/Tanya Huff/Mickey Zucker Reichert/Michelle Sagara West/Gary A. Braunbeck/John Helfers/Elisabeth Waters/Lawrence Schimel/Mark Shepherd/Janni Lee Simner/Richard Lee Byers/Josepha Sherman/Larry Dixon/John Yezeguielian/Mel White/Stephanie D. Shaver/Kristin Schwengel/Ben Ohlander/Philip M. Austin,0886777208,Daw Books,Fiction,http://books.google.com/books/content?id=IfzPAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1855,The River's Gift,Mercedes Lackey,0451457595,Roc Hardcover,Fiction,http://books.google.com/books/content?id=qLonvb7XtRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1856,Jinx High (Diana Tregarde  #3),Mercedes Lackey,0765313197,St. Martins Press-3PL,Fiction,http://books.google.com/books/content?id=GE3ligfOGg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
1857,Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey/Rosemary Edghill,1416521100,Baen,Fiction,http://books.google.com/books/content?id=RjsiAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1858,Children of the Night (Diana Tregarde  #2),Mercedes Lackey,0765313189,St. Martins Press-3PL,Fiction,http://books.google.com/books/content?id=rmQtKaeJkQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1859,Winter Moon (Walker Papers  #1.5),Mercedes Lackey/Tanith Lee/C.E. Murphy,0373802390,Luna Books,Fiction,http://books.google.com/books/content?id=lOfeGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1860,Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,0886774004,Daw Books,Fiction,http://books.google.com/books/content?id=-AWnjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1861,Difficult Conversations: How to Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,014027782X,Penguin,Psychology,http://books.google.com/books/content?id=5nHFQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1862,The Scarlet Gang of Asakusa,Yasunari Kawabata/Alisa Freedman,0520241827,University of California Press,Fiction,http://books.google.com/books/content?id=m8MP88JnszwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1863,Beauty and Sadness,Yasunari Kawabata/Howard Hibbett,0679761055,Vintage,Fiction,http://books.google.com/books/content?id=XgjKkQX4DIoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1864,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata/J. Martin Holman,1887178945,Counterpoint,Fiction,http://books.google.com/books/content?id=TvE_tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1865,Palm-of-the-Hand Stories,Yasunari Kawabata/Lane Dunlop/J. Martin Holman,0374530491,Farrar  Straus and Giroux,Fiction,http://books.google.com/books/content?id=GT10AlhQeksC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1866,The Little Friend,Donna Tartt,0747573646,Bloomsbury,Brothers,http://books.google.com/books/content?id=2ojFwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1867,The Littles and Their Amazing New Friend,John Lawrence Peterson,0590876120,Scholastic Paperbacks,Juvenile Fiction,http://books.google.com/books/content?id=3uy8G-2RWOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1868,Little House Friends (Little House Chapter Books: Laura  #9),Laura Ingalls Wilder/Renée Graef,0064420809,HarperCollins,Juvenile Fiction,http://books.google.com/books/content?id=gMZbAAfZwAIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1869,The Legend of the Poinsettia,Tomie dePaola,0698115678,Puffin Books,Juvenile Fiction,http://books.google.com/books/content?id=OrhFg2D3o-sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1870,I Am Legend,Richard Matheson,1857988094,Millenium,Horror tales,http://books.google.com/books/content?id=gi94PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1871,Throne of Jade (Temeraire  #2),Naomi Novik,0345481291,Del Rey Books,Fiction,http://books.google.com/books/content?id=AGfz_-Y5cYoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1872,Thrones  Dominations,Dorothy L. Sayers/Jill Paton Walsh,0312968302,St. Martin's Paperbacks,Fiction,http://books.google.com/books/content?id=VNqOShbEM20C&printsec=frontcover&img=1&zoom=1&source=gbs_api
1873,Malgudi Days,R.K. Narayan/Jhumpa Lahiri,0143039652,Penguin Classics,Fiction,http://books.google.com/books/content?id=dqRETZRkGCcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1874,The Magic Barrel,Bernard Malamud/Jhumpa Lahiri,0374525862,Farrar  Straus and Giroux,Fiction,http://books.google.com/books/content?id=WmcxuzutV2wC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1875,Prétear  Vol. 4 (Prétear  #4),Junichi Satō/Kaori Naruse,1413901476,ADV Manga,Comics & Graphic Novels,http://books.google.com/books/content?id=RuR4lHrRzjwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1876,Zinn & the Art of Road Bike Maintenance,Lennard Zinn/Todd Telander,1931382697,VeloPress,Sports & Recreation,http://books.google.com/books/content?id=aqYXAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1877,A Power Governments Cannot Suppress,Howard Zinn,0872864758,City Lights Publishers,History,http://books.google.com/books/content?id=FiGX0LEy4jMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1878,Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,0143036831,Penguin Books,Humor,http://books.google.com/books/content?id=LyoZtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1879,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,0553409689,Transworld Publishers,Fiction,http://books.google.com/books/content?id=fIUfAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1880,Beauty is the Beast  Vol. 4,Tomo Matsumoto/Tomo Kimura,1421503549,VIZ Media LLC,Comics & Graphic Novels,http://books.google.com/books/content?id=G2-BAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1881,Beauty and the Beast,Max Eilenberg/Angela Barrett,0763631604,Candlewick Press,Juvenile Fiction,http://books.google.com/books/content?id=_GPhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1882,The Art of Loving,Erich Fromm/Peter D. Kramer/Rainer Funk,0061129739,Harper Perennial Modern Classics,Self-Help,http://books.google.com/books/content?id=TRMEDVrkf9EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1883,Inattentional Blindness,Arien Mack/Irvin Rock,0262632039,Bradford Book,Psychology,http://books.google.com/books/content?id=STeqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1884,Touching the Rock: An Experience of Blindness,John M. Hull/Oliver Sacks,067973547X,Vintage,Biography & Autobiography,http://books.google.com/books/content?id=FcKGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1885,Yiddish with Dick and Jane,Ellis Weiner/Barbara Davilman/Gabi Payn,0316159727,Little  Brown and Company,Humor,http://books.google.com/books/content?id=FSnjlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1886,The Minority Report (Collected Stories of Philip K. Dick),Philip K. Dick,0806521686,Citadel Press,Fiction,http://books.google.com/books/content?id=qHmIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1887,Hunger,Lan Samantha Chang,0140288481,Penguin Books,Fiction,http://books.google.com/books/content?id=gUNAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1888,The Diezmo,Rick Bass,0618710507,Mariner Books,Fiction,http://books.google.com/books/content?id=C1DnmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1889,Colter: The True Story of the Best Dog I Ever Had,Rick Bass,0618127364,Mariner Books,Biography & Autobiography,http://books.google.com/books/content?id=3irVaKvVuLIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1890,The Hermit's Story,Rick Bass,0618380442,Mariner Books,Fiction,http://books.google.com/books/content?id=tL1PmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1891,The Liars' Club,Mary Karr,0143035746,Penguin Books,Biography & Autobiography,http://books.google.com/books/content?id=_DqZPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1892,Small Wonder,Barbara Kingsolver,0060504080,Harper Perennial,Literary Collections,http://books.google.com/books/content?id=2mrrlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1893,Prodigal Summer,Barbara Kingsolver,0060959037,Harper Perennial,Fiction,http://books.google.com/books/content?id=06IwGgtV5HMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1894,Independent People,Halldór Laxness/James Anderson Thompson,1860467768,Harvill Press,Fiction,http://books.google.com/books/content?id=oozqxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1895,World Light,Halldór Laxness/Magnus Magnusson,0375727574,Vintage,Fiction,http://books.google.com/books/content?id=8IQ-0fzCE6sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1896,Under the Glacier,Halldór Laxness/Magnus Magnusson,1400034418,Vintage,Fiction,http://books.google.com/books/content?id=ouyzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1897,Paradise Reclaimed,Halldór Laxness/Magnus Magnusson/Jane Smiley,0375727582,Vintage,Fiction,http://books.google.com/books/content?id=ApWODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1898,The Beggar Maid: Stories of Flo and Rose,Alice Munro/Susanna Basso,0679732713,Vintage,Fiction,http://books.google.com/books/content?id=fUZWJkUtCccC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1899,Coin Locker Babies,Ryū Murakami/Stephen Snyder,4770028962,Kodansha,Fiction,http://books.google.com/books/content?id=87DJwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1900,Pastoralia,George Saunders,0747553866,Bloomsbury Publishing,"Humorous stories, English",http://books.google.com/books/content?id=Y72kAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1901,Good Faith,Jane Smiley,0385721056,Anchor Books,Fiction,http://books.google.com/books/content?id=5xf0lEBVpn8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
1902,The Greenlanders,Jane Smiley,1400095468,Anchor,Fiction,http://books.google.com/books/content?id=fzgDt_cQ7lMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1903,Chronicles: Volume One,Bob Dylan,0743244583,Simon  Schuster,Biography & Autobiography,http://books.google.com/books/content?id=KUqouQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1904,Stranger In A Strange Land,Robert A. Heinlein,0340837950,Hodder & Stoughton,Science fiction,http://books.google.com/books/content?id=ZQhiPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1905,Rain of Gold,Victor Villaseñor,038531177X,Delta,Biography & Autobiography,http://books.google.com/books/content?id=fxDMKjYc2gMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1906,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,0440910811,Bantam Doubleday Dell Publishing Group,Death,http://books.google.com/books/content?id=UGoVwLafCtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1907,Einstein's Dreams,Alan Lightman,140007780X,Vintage,Fiction,http://books.google.com/books/content?id=1oSGmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1908,Sweet Dreams  Mimi (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,0786851155,Disney Press,Juvenile Fiction,http://books.google.com/books/content?id=9PYFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
